id_artikel,judul,isi_artikel,kategori,status_artikel,id_penulis,id_verifikator,tanggal_publish,created_at,updated_at
182,Cara Mengatasi Demam pada Anak (Bagian 9),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Gizi,Diarsipkan,245131,,,2025-09-09 07:08:25,2025-09-09 07:08:25
183,Pencegahan Diare pada Anak (Bagian 9),"Menjaga sanitasi lingkungan dan kebersihan makanan adalah kunci mencegah diare. Zinc dapat diberikan selama 10 hari berturut-turut untuk memperpendek durasi diare. Pastikan selalu tersedia air bersih di rumah.

Diare adalah buang air besar encer lebih dari 3 kali sehari. Penyebab diare antara lain infeksi virus, bakteri, atau parasit, juga bisa karena alergi makanan. Pencegahan diare: cuci tangan pakai sabun, konsumsi air bersih, dan imunisasi rotavirus.

Jika anak diare, berikan oralit untuk mencegah dehidrasi. Teruskan ASI atau makanan lunak. Jangan memberikan obat diare tanpa resep dokter. Segera bawa ke fasilitas kesehatan jika diare disertai darah, muntah terus, atau sangat lemas.",Kehamilan,Ditolak,233422,234949,,2026-01-11 07:13:59,2026-01-11 07:13:59
184,Kesehatan Ibu Hamil (Bagian 9),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Tumbuh Kembang,Ditolak,247453,243549,,2025-09-22 14:01:47,2025-09-22 14:01:47
185,Deteksi Dini TBC pada Anak (Bagian 9),"Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.

Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.

Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.",Tumbuh Kembang,Menunggu Verifikasi,229307,,,2025-10-12 04:08:24,2025-10-12 04:08:24
186,Manfaat Imunisasi untuk Anak (Bagian 9),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Imunisasi,Ditolak,235385,225811,,2026-04-25 07:43:30,2026-04-25 07:43:30
187,Nutrisi untuk Ibu Menyusui (Bagian 9),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Gizi,Draft,242302,,,2026-05-26 12:16:51,2026-05-26 12:16:51
188,Kesehatan Ibu Hamil (Bagian 9),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Kehamilan,Ditolak,222596,225811,,2025-10-11 01:43:53,2025-10-11 01:43:53
189,Perkembangan Motorik Anak Usia 0-2 Tahun (Bagian 9),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Penyakit,Diarsipkan,236223,,,2025-10-07 17:34:09,2025-10-07 17:34:09
190,Cara Mengatasi Demam pada Anak (Bagian 9),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Kehamilan,Draft,242543,,,2025-10-27 05:08:27,2025-10-27 05:08:27
191,Pentingnya Imunisasi Booster (Bagian 9),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Tumbuh Kembang,Menunggu Verifikasi,229532,,,2025-06-29 02:59:19,2025-06-29 02:59:19
192,Deteksi Dini TBC pada Anak (Bagian 9),"Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.

Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.

Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.",Gizi,Draft,211591,,,2025-10-28 21:08:20,2025-10-28 21:08:20
193,Mengenal Tanda Bahaya Kehamilan (Bagian 9),"Ibu hamil dianjurkan mengonsumsi 90 tablet tambah darah selama kehamilan untuk mencegah anemia. Konsumsi makanan bergizi seimbang, istirahat cukup, dan lakukan aktivitas fisik ringan seperti jalan kaki. Persalinan sebaiknya ditolong oleh tenaga kesehatan terlatih di fasilitas kesehatan.

Pemeriksaan kehamilan rutin minimal 6 kali selama masa kehamilan. Trimester pertama (1-3 bulan) periksa untuk konfirmasi kehamilan dan deteksi risiko awal. Trimester kedua (4-6 bulan) periksa untuk memantau pertumbuhan janin dan deteksi kelainan. Trimester ketiga (7-9 bulan) periksa untuk persiapan persalinan.

Tanda bahaya kehamilan yang harus diwaspadai: pendarahan melalui jalan lahir, sakit kepala hebat, pandangan kabur, bengkak di wajah dan tangan, demam tinggi, serta gerakan janin berkurang. Segera ke fasilitas kesehatan jika mengalami tanda-tanda tersebut.",Gizi,Menunggu Verifikasi,201987,,,2025-10-13 03:40:22,2025-10-13 03:40:22
194,Pentingnya Buku KIA (Bagian 9),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Imunisasi,Dipublikasikan,249584,229645,2025-08-22,2025-09-25 17:07:42,2025-09-25 17:07:42
195,Manfaat Imunisasi untuk Anak (Bagian 9),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Kehamilan,Ditolak,231487,206135,,2026-05-22 10:49:10,2026-05-22 10:49:10
196,Pentingnya Buku KIA (Bagian 9),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Penyakit,Diarsipkan,237958,,,2026-04-28 08:23:03,2026-04-28 08:23:03
197,Gizi Seimbang untuk Balita (Bagian 9),"Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.

Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.

Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.",Penyakit,Menunggu Verifikasi,220052,,,2026-01-10 10:39:26,2026-01-10 10:39:26
198,Manfaat Imunisasi untuk Anak (Bagian 9),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Kehamilan,Dipublikasikan,209973,243549,2025-09-16,2026-05-11 20:53:15,2026-05-11 20:53:15
199,Pentingnya Buku KIA (Bagian 9),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Gizi,Diarsipkan,200454,,,2026-03-16 21:17:28,2026-03-16 21:17:28
